14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,16,16,15,16,15,16,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,14,14,14
14,14,14,15,16,16,16,15,16,15,16,15,15,11,15,15,16,15,15,15,15,16,15,16,15,16,16,16,15,15,12,15,15,15,15,15,15,13,15,14,14,14
14,14,14,15,15,15,15,15,16,15,16,15,15,14,15,15,16,15,16,16,15,15,15,15,15,16,15,15,15,15,14,15,15,15,15,15,15,15,15,14,14,14
14,14,14,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,16,15,15,16,15,15,15,15,15,15,14,15,15,15,15,15,16,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,16,15,15,14,14,14
14,14,14,15,16,15,15,16,15,16,16,16,15,15,10,15,15,16,15,15,16,15,16,16,16,15,15,9,15,15,16,15,15,16,15,15,16,16,15,14,14,14
14,14,14,15,15,15,15,15,15,15,15,16,15,15,14,15,15,16,15,15,15,15,15,15,16,15,15,14,15,15,16,15,15,15,15,15,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,15,15,15,15,16,15,14,15,15,16,15,15,15,15,15,16,15,15,15,15,15,16,15,15,15,15,14,15,15,15,15,16,16,15,16,15,14,14,14
14,14,14,15,15,15,15,16,15,6,15,16,16,15,15,16,15,15,16,15,16,16,15,15,16,15,16,16,15,7,15,15,16,15,15,16,15,16,15,14,14,14
14,14,14,16,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,15,15,16,15,15,15,15,15,15,15,14,15,15,16,15,15,15,15,15,15,14,14,14
14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,15,15,15,15,16,15,15,14,15,15,15,16,15,15,16,15,15,15,15,15,14,14,14
14,14,14,15,16,16,15,16,15,5,15,15,16,16,15,16,16,16,15,16,16,16,15,16,16,15,4,15,16,15,16,16,15,16,15,16,15,15,15,14,14,14
